Data as of,Start Date,End Date,Group,Year,Month,MMWR Week,Week Ending Date,State,COVID-19 Deaths,Total Deaths,Percent of Expected Deaths,Pneumonia Deaths,Pneumonia and COVID-19 Deaths,Influenza Deaths,"Pneumonia, Influenza, or COVID-19 Deaths",Footnote
10/24/24,6/25/23,7/1/23,By Week,2023,,26,7/1/23,California,61,5355,111,355,23,,396,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.
10/24/24,7/2/23,7/8/23,By Week,2023,,27,7/8/23,California,49,5250,108,336,19,,367,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.
10/24/24,7/9/23,7/15/23,By Week,2023,,28,7/15/23,California,62,5395,111,327,23,0,366,
10/24/24,7/16/23,7/22/23,By Week,2023,,29,7/22/23,California,57,5440,115,327,23,,362,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.
10/24/24,7/23/23,7/29/23,By Week,2023,,30,7/29/23,California,82,5235,109,334,33,0,383,
10/24/24,7/30/23,8/5/23,By Week,2023,,31,8/5/23,California,74,5301,112,309,28,,358,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.
10/24/24,8/6/23,8/12/23,By Week,2023,,32,8/12/23,California,67,5303,112,316,34,,350,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.
10/24/24,8/13/23,8/19/23,By Week,2023,,33,8/19/23,California,111,5418,115,344,47,,410,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.
10/24/24,8/20/23,8/26/23,By Week,2023,,34,8/26/23,California,122,5229,112,323,55,,391,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.
10/24/24,8/27/23,9/2/23,By Week,2023,,35,9/2/23,California,125,5452,113,360,55,,431,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.
10/24/24,9/3/23,9/9/23,By Week,2023,,36,9/9/23,California,135,5408,112,338,59,,419,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.
10/24/24,9/10/23,9/16/23,By Week,2023,,37,9/16/23,California,129,5393,114,359,57,,432,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.
10/24/24,9/17/23,9/23/23,By Week,2023,,38,9/23/23,California,137,5325,111,380,59,0,458,
10/24/24,9/24/23,9/30/23,By Week,2023,,39,9/30/23,California,143,5350,110,368,62,,453,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.
10/24/24,10/1/23,10/7/23,By Week,2023,,40,10/7/23,California,120,5521,114,362,61,,422,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.
10/24/24,10/8/23,10/14/23,By Week,2023,,41,10/14/23,California,95,5483,113,327,38,,386,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.
10/24/24,10/15/23,10/21/23,By Week,2023,,42,10/21/23,California,108,5409,109,348,52,,409,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.
10/24/24,10/22/23,10/28/23,By Week,2023,,43,10/28/23,California,93,5316,107,380,32,,446,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.
10/24/24,10/29/23,11/4/23,By Week,2023,,44,11/4/23,California,82,5623,113,346,35,,397,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.
10/24/24,11/5/23,11/11/23,By Week,2023,,45,11/11/23,California,86,5643,111,381,42,11,436,
10/24/24,11/12/23,11/18/23,By Week,2023,,46,11/18/23,California,100,5771,115,417,37,,486,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.
10/24/24,11/19/23,11/25/23,By Week,2023,,47,11/25/23,California,129,5728,111,438,65,13,515,
10/24/24,11/26/23,12/2/23,By Week,2023,,48,12/2/23,California,150,5977,118,470,63,21,577,
10/24/24,12/3/23,12/9/23,By Week,2023,,49,12/9/23,California,150,5930,110,453,51,28,580,
10/24/24,12/10/23,12/16/23,By Week,2023,,50,12/16/23,California,161,6197,115,482,76,36,601,
10/24/24,12/17/23,12/23/23,By Week,2023,,51,12/23/23,California,193,6400,116,565,98,47,706,
10/24/24,12/24/23,12/30/23,By Week,2023,,52,12/30/23,California,188,6232,107,517,80,64,686,
10/24/24,12/31/23,1/6/24,By Week,2024,,1,1/6/24,California,222,6344,101,577,99,99,794,
10/24/24,12/29/19,1/4/20,By Week,2019/2020,,1,1/4/20,Florida,0,4341,101,256,0,35,291,
10/24/24,1/5/20,1/11/20,By Week,2020,,2,1/11/20,Florida,0,4410,100,269,0,25,294,
10/24/24,1/12/20,1/18/20,By Week,2020,,3,1/18/20,Florida,0,4385,100,261,0,37,298,
10/24/24,1/19/20,1/25/20,By Week,2020,,4,1/25/20,Florida,0,4387,102,247,0,35,282,
10/24/24,1/26/20,2/1/20,By Week,2020,,5,2/1/20,Florida,0,4419,99,245,0,35,280,
10/24/24,2/2/20,2/8/20,By Week,2020,,6,2/8/20,Florida,0,4385,100,287,0,35,322,
10/24/24,2/9/20,2/15/20,By Week,2020,,7,2/15/20,Florida,0,4358,100,276,0,25,301,
10/24/24,2/16/20,2/22/20,By Week,2020,,8,2/22/20,Florida,0,4416,104,274,0,33,307,
10/24/24,2/23/20,2/29/20,By Week,2020,,9,2/29/20,Florida,0,4399,104,268,0,33,301,
10/24/24,3/1/20,3/7/20,By Week,2020,,10,3/7/20,Florida,,4520,107,268,,29,298,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.
10/24/24,3/8/20,3/14/20,By Week,2020,,11,3/14/20,Florida,,4435,106,305,,24,330,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.
10/24/24,3/15/20,3/21/20,By Week,2020,,12,3/21/20,Florida,17,4362,103,365,,23,396,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.
10/24/24,3/22/20,3/28/20,By Week,2020,,13,3/28/20,Florida,93,4461,106,370,45,19,436,
10/24/24,3/29/20,4/4/20,By Week,2020,,14,4/4/20,Florida,219,4497,108,485,143,16,575,
10/24/24,4/5/20,4/11/20,By Week,2020,,15,4/11/20,Florida,305,4544,110,438,159,10,594,
10/24/24,4/12/20,4/18/20,By Week,2020,,16,4/18/20,Florida,311,4416,110,442,156,,601,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.
10/24/24,4/19/20,4/25/20,By Week,2020,,17,4/25/20,Florida,326,4555,114,438,165,,603,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.
10/24/24,4/26/20,5/2/20,By Week,2020,,18,5/2/20,Florida,308,4352,110,420,170,,560,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.
10/24/24,5/3/20,5/9/20,By Week,2020,,19,5/9/20,Florida,290,4407,112,385,141,,539,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.
10/24/24,5/10/20,5/16/20,By Week,2020,,20,5/16/20,Florida,257,4279,110,373,132,0,498,
10/24/24,5/17/20,5/23/20,By Week,2020,,21,5/23/20,Florida,236,4360,115,339,117,,461,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.
10/24/24,5/24/20,5/30/20,By Week,2020,,22,5/30/20,Florida,230,4211,108,333,112,,452,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.
10/24/24,5/31/20,6/6/20,By Week,2020,,23,6/6/20,Florida,223,4265,109,329,99,0,453,
10/24/24,6/7/20,6/13/20,By Week,2020,,24,6/13/20,Florida,193,4256,113,313,101,,405,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.
10/24/24,6/14/20,6/20/20,By Week,2020,,25,6/20/20,Florida,221,4408,114,341,114,,449,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.
10/24/24,6/21/20,6/27/20,By Week,2020,,26,6/27/20,Florida,324,4504,119,387,178,0,533,
10/24/24,6/28/20,7/4/20,By Week,2020,,27,7/4/20,Florida,466,4725,121,459,226,,700,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.
10/24/24,7/5/20,7/11/20,By Week,2020,,28,7/11/20,Florida,785,5084,136,599,369,,1016,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.
10/24/24,7/12/20,7/18/20,By Week,2020,,29,7/18/20,Florida,1185,5509,148,825,570,,1442,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.
10/24/24,7/19/20,7/25/20,By Week,2020,,30,7/25/20,Florida,1416,5704,154,936,729,,1623,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.
10/24/24,7/26/20,8/1/20,By Week,2020,,31,8/1/20,Florida,1514,5791,154,1004,772,,1747,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.
10/24/24,8/2/20,8/8/20,By Week,2020,,32,8/8/20,Florida,1405,5585,149,1032,835,,1603,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.
10/24/24,8/9/20,8/15/20,By Week,2020,,33,8/15/20,Florida,1185,5510,150,919,680,,1424,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.
10/24/24,8/16/20,8/22/20,By Week,2020,,34,8/22/20,Florida,960,5203,141,836,573,,1225,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.
10/24/24,8/23/20,8/29/20,By Week,2020,,35,8/29/20,Florida,808,5015,137,682,472,,1018,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.
10/24/24,8/30/20,9/5/20,By Week,2020,,36,9/5/20,Florida,658,4758,127,621,389,,892,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.
10/24/24,9/6/20,9/12/20,By Week,2020,,37,9/12/20,Florida,525,4513,118,570,320,,776,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.
10/24/24,9/13/20,9/19/20,By Week,2020,,38,9/19/20,Florida,436,4667,122,487,273,0,650,
10/24/24,9/20/20,9/26/20,By Week,2020,,39,9/26/20,Florida,424,4444,118,463,250,0,637,
10/24/24,9/27/20,10/3/20,By Week,2020,,40,10/3/20,Florida,321,4346,113,390,179,,533,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.
10/24/24,10/4/20,10/10/20,By Week,2020,,41,10/10/20,Florida,338,4525,118,429,207,,560,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.
10/24/24,10/11/20,10/17/20,By Week,2020,,42,10/17/20,Florida,332,4389,117,428,198,0,562,
10/24/24,10/18/20,10/24/20,By Week,2020,,43,10/24/20,Florida,292,4335,114,395,167,,521,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.
10/24/24,10/25/20,10/31/20,By Week,2020,,44,10/31/20,Florida,309,4265,110,402,177,0,534,
10/24/24,11/1/20,11/7/20,By Week,2020,,45,11/7/20,Florida,304,4305,110,411,204,,514,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.
10/24/24,11/8/20,11/14/20,By Week,2020,,46,11/14/20,Florida,402,4487,112,493,275,,622,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.
10/24/24,11/15/20,11/21/20,By Week,2020,,47,11/21/20,Florida,406,4561,116,508,271,,645,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.
10/24/24,11/22/20,11/28/20,By Week,2020,,48,11/28/20,Florida,499,4634,116,578,332,,745,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.
10/24/24,11/29/20,12/5/20,By Week,2020,,49,12/5/20,Florida,594,4911,120,626,385,,841,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.
10/24/24,12/6/20,12/12/20,By Week,2020,,50,12/12/20,Florida,584,5085,120,651,394,,844,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.
10/24/24,12/13/20,12/19/20,By Week,2020,,51,12/19/20,Florida,659,4945,120,656,403,,915,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.
10/24/24,12/20/20,12/26/20,By Week,2020,,52,12/26/20,Florida,784,5137,121,774,530,,1028,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.
10/24/24,12/27/20,1/2/21,By Week,2020/2021,,53,1/2/21,Florida,951,5710,135,911,646,,1217,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.
10/24/24,1/3/21,1/9/21,By Week,2021,,1,1/9/21,Florida,1070,5495,128,997,733,,1336,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.
10/24/24,1/10/21,1/16/21,By Week,2021,,2,1/16/21,Florida,1242,5923,134,1137,838,,1543,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.
10/24/24,1/17/21,1/23/21,By Week,2021,,3,1/23/21,Florida,1221,5662,129,1030,796,,1455,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.
10/24/24,1/24/21,1/30/21,By Week,2021,,4,1/30/21,Florida,1071,5491,128,977,714,,1337,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.
10/24/24,1/31/21,2/6/21,By Week,2021,,5,2/6/21,Florida,1043,5569,125,989,711,,1323,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.
10/24/24,2/7/21,2/13/21,By Week,2021,,6,2/13/21,Florida,883,5460,125,848,591,0,1140,
10/24/24,2/14/21,2/20/21,By Week,2021,,7,2/20/21,Florida,735,5119,117,728,498,,967,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.
10/24/24,2/21/21,2/27/21,By Week,2021,,8,2/27/21,Florida,607,4894,115,648,403,,854,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.
10/24/24,2/28/21,3/6/21,By Week,2021,,9,3/6/21,Florida,526,4821,114,596,345,,778,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.
10/24/24,3/7/21,3/13/21,By Week,2021,,10,3/13/21,Florida,441,4636,110,527,304,0,664,
10/24/24,3/14/21,3/20/21,By Week,2021,,11,3/20/21,Florida,396,4584,109,501,274,,624,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.
10/24/24,3/21/21,3/27/21,By Week,2021,,12,3/27/21,Florida,350,4732,111,489,247,,593,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.
